symbol,interval,window,horizon,sigma,q,lam,fee_bps,last_price,pred_price,delta,dir_score,signal,t_observed
BTCUSDT,1h,256,1,0.8,0.001806169785146415,0.001,5.0,106809.76000000005,112443.441417799,5633.681417798944,0.05139590461643992,LONG,2025-10-18T00:00:00
BTCUSDT,1h,256,4,0.8,0.001806169785146415,0.001,5.0,106809.76000000005,114272.78363939984,7463.023639399791,0.06753236776848758,LONG,2025-10-18T00:00:00
BTCUSDT,1h,256,24,0.8,0.001806169785146415,0.001,5.0,106809.76000000005,115917.95956450187,9108.199564501818,0.08182520519978177,LONG,2025-10-18T00:00:00
ETHUSDT,1h,256,1,0.8,0.001806169785146415,0.001,5.0,3839.009999999999,4096.919142042339,257.9091420423406,0.06501424025670129,LONG,2025-10-18T00:00:00
ETHUSDT,1h,256,4,0.8,0.001806169785146415,0.001,5.0,3839.009999999999,4196.963115967876,357.9531159678768,0.0891377615758484,LONG,2025-10-18T00:00:00
ETHUSDT,1h,256,24,0.8,0.001806169785146415,0.001,5.0,3839.009999999999,4233.840450362049,394.83045036204976,0.09788517976575038,LONG,2025-10-18T00:00:00
BNBUSDT,1h,256,1,0.8,0.001806169785146415,0.001,5.0,1079.4800000000005,1170.226794361715,90.74679436171459,0.08071005672947716,LONG,2025-10-18T00:00:00
BNBUSDT,1h,256,4,0.8,0.001806169785146415,0.001,5.0,1079.4800000000005,1203.8786113272604,124.39861132725991,0.10905817123378911,LONG,2025-10-18T00:00:00
BNBUSDT,1h,256,24,0.8,0.001806169785146415,0.001,5.0,1079.4800000000005,1241.5190013149056,162.03900131490514,0.13984220319005153,LONG,2025-10-18T00:00:00
